"","host_is_superhost","host_identity_verified","zipcode","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy"
"261","t","t","02131","Apartment","Entire home/apt",8,1.5,4,5,"Real Bed",350,1,2,1,"f","f","moderate"
"262","f","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,1,"f","f","flexible"
"263","f","t","02130","Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,1,1,1,"f","f","flexible"
"264","f","t","02130","Apartment","Private room",1,1,1,1,"Real Bed",27,1,1,0,"f","f","flexible"
"265","t","t","02130","Condominium","Private room",1,1,1,1,"Real Bed",65,1,3,24,"f","f","moderate"
"266","f","f","02130","Apartment","Private room",2,1,1,1,"Real Bed",65,1,7,0,"f","f","flexible"
"267","t","t","02119","Apartment","Private room",2,1,1,1,"Real Bed",100,1,3,35,"f","f","moderate"
"268","f","f","02130","House","Entire home/apt",6,2,3,3,"Real Bed",225,1,3,0,"t","f","flexible"
"269","t","t","02130","Condominium","Private room",2,1,1,1,"Real Bed",61,1,2,20,"f","f","moderate"
"270","f","f","02130","Apartment","Entire home/apt",6,1,3,4,"Real Bed",275,5,3,0,"f","f","moderate"
"271","f","t","02130","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,1,1,"f","f","strict"
"272","f","f","02119","House","Private room",2,1,1,2,"Real Bed",75,1,1,61,"f","f","flexible"
"273","t","t","02119","Bed & Breakfast","Private room",1,1.5,1,1,"Real Bed",75,1,1,99,"f","f","strict"
"274","f","t","02130","House","Private room",2,2,1,1,"Real Bed",70,2,1,9,"f","f","moderate"
"275","f","t","02130","Apartment","Entire home/apt",6,1,3,3,"Real Bed",159,3,1,3,"t","f","strict"
"276","f","t","02130","Apartment","Entire home/apt",3,1,1,1,"Real Bed",135,1,3,0,"f","f","strict"
"277","t","t","02130","Apartment","Entire home/apt",5,1,1,3,"Real Bed",140,3,1,145,"f","t","moderate"
"278","t","t","02130","Condominium","Private room",2,1,3,2,"Real Bed",100,2,1,44,"f","f","strict"
"279","f","t","02130","House","Private room",3,1,1,2,"Real Bed",70,2,2,171,"f","f","flexible"
"280","f","t","02130","Apartment","Entire home/apt",3,1,1,1,"Real Bed",140,1,3,0,"f","f","strict"
"281","f","t","02130","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",110,1,4,1,"f","f","strict"
"282","f","f","02130","Apartment","Entire home/apt",6,1,2,4,"Real Bed",200,4,3,0,"f","f","strict"
"283","f","t","02130","Apartment","Entire home/apt",4,1,2,4,"Real Bed",183,4,2,10,"f","f","strict"
"284","t","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,6,"f","f","moderate"
"285","f","t","02130","Apartment","Private room",3,1,1,2,"Futon",94,2,2,113,"f","f","moderate"
"286","f","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,5,"f","f","flexible"
"287","t","t","02130","Apartment","Entire home/apt",6,1,3,5,"Real Bed",300,4,3,14,"f","t","strict"
"288","t","t","02130","House","Private room",2,1,1,1,"Real Bed",80,1,3,30,"f","f","moderate"
"289","t","t","02119","Apartment","Private room",2,1,1,1,"Real Bed",85,1,2,14,"f","f","flexible"
"290","f","t","02130","House","Private room",2,1,1,1,"Real Bed",97,1,1,184,"f","f","moderate"
"291","f","t","02130","Condominium","Entire home/apt",6,1,2,3,"Real Bed",250,2,3,6,"f","f","strict"
"292","t","t","02130","Condominium","Entire home/apt",10,2,5,6,"Real Bed",250,8,2,47,"f","t","strict"
"293","f","t","02130","Condominium","Entire home/apt",2,1,1,1,"Real Bed",100,1,7,1,"f","f","flexible"
"294","f","f","02130","Guest suite","Entire home/apt",2,1,0,1,"Real Bed",110,1,2,3,"t","f","moderate"
"295","t","t","02130","House","Entire home/apt",2,1,1,1,"Real Bed",135,1,2,145,"f","f","strict"
"296","f","f","02130","Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,1,2,31,"f","f","moderate"
"297","t","t","02130","Apartment","Entire home/apt",7,1,2,5,"Real Bed",300,4,2,22,"f","f","moderate"
"298","f","f","02130","House","Private room",2,1,1,1,"Real Bed",40,1,1,2,"t","f","flexible"
"299","t","t","02130","House","Private room",2,2,1,1,"Real Bed",70,2,2,10,"t","f","flexible"
"300","f","t","02130","Condominium","Entire home/apt",2,1,1,1,"Real Bed",125,2,2,24,"f","t","strict"
"301","f","f","02130","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,3,7,40,"f","f","moderate"
"302","f","t","02130","House","Entire home/apt",4,2,2,2,"Real Bed",178,1,3,2,"f","f","flexible"
"303","f","t","02130","Apartment","Entire home/apt",3,1,0,2,"Real Bed",109,2,1,33,"f","f","moderate"
"304","f","t","02130","House","Private room",2,1,1,1,"Real Bed",67,1,3,0,"f","f","flexible"
"305","f","t","02130","House","Entire home/apt",5,1,2,2,"Real Bed",180,1,3,1,"t","f","strict"
"306","t","t","02131","House","Entire home/apt",3,1,1,2,"Real Bed",145,2,2,138,"t","t","strict"
"307","t","t","02130","Townhouse","Entire home/apt",7,1.5,2,5,"Real Bed",200,3,1,10,"f","t","moderate"
"308","f","t","02130","Apartment","Private room",1,1,1,1,"Real Bed",65,1,1,2,"f","f","strict"
"309","t","t","02130","House","Private room",2,1,1,1,"Real Bed",60,1,3,66,"f","f","flexible"
"310","f","f","02130","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,10,"f","f","flexible"
"311","f","f","02130","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,47,"f","f","moderate"
"312","f","t","02130","Condominium","Entire home/apt",6,2,2,2,"Real Bed",180,2,3,10,"f","f","strict"
"313","f","f","02130","House","Private room",2,1,1,1,"Real Bed",65,1,1,2,"f","f","strict"
"314","t","t","02130","Apartment","Entire home/apt",4,1,2,2,"Real Bed",122,2,2,31,"f","t","moderate"
"315","f","t","02130","Condominium","Private room",2,1,1,1,"Real Bed",70,1,1,9,"f","f","flexible"
"316","f","t","02130","Condominium","Private room",2,1,1,1,"Real Bed",95,1,3,0,"f","f","strict"
"317","f","t","02130","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,6,0,"t","f","flexible"
"318","t","f","02130","Apartment","Entire home/apt",4,1,1,3,"Real Bed",165,2,1,36,"t","t","moderate"
"319","f","t","02130","House","Entire home/apt",2,1.5,1,1,"Real Bed",135,1,5,1,"f","f","strict"
"320","t","f","02130","Apartment","Entire home/apt",6,1,2,3,"Real Bed",150,2,3,50,"f","f","moderate"
"321","f","f","02130","Apartment","Entire home/apt",6,1,2,3,"Real Bed",200,4,4,0,"t","f","strict"
"322","f","t","02130","Apartment","Entire home/apt",2,1,1,1,"Real Bed",84,2,1,2,"t","f","flexible"
"323","t","t","02130","House","Entire home/apt",3,1,1,1,"Real Bed",90,2,2,292,"t","t","strict"
"324","f","f","02130","Condominium","Private room",2,1,1,1,"Real Bed",100,1,2,0,"f","f","flexible"
"325","t","t","02130","Condominium","Entire home/apt",3,1.5,1,1,"Real Bed",225,2,1,47,"f","t","strict"
"326","f","t","02130","Apartment","Entire home/apt",3,1,2,3,"Real Bed",225,3,5,30,"f","f","moderate"
"327","t","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",85,1,2,131,"t","f","strict"
"328","f","t","02130","Apartment","Private room",3,1,1,1,"Real Bed",29,2,2,5,"t","f","strict"
"329","f","t","02130","Condominium","Private room",2,1,1,1,"Real Bed",40,1,1,14,"f","f","flexible"
"330","t","t","02130","Apartment","Entire home/apt",2,1,0,1,"Real Bed",173,2,2,219,"t","t","moderate"
"331","f","t","02130","Condominium","Entire home/apt",4,1,2,1,"Real Bed",180,2,2,4,"f","t","moderate"
"332","f","f","02130","Condominium","Entire home/apt",4,1,1,2,"Real Bed",159,1,1,24,"t","t","moderate"
"333","f","t","02130","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,2,2,11,"t","t","strict"
"334","f","f","02130","Apartment","Entire home/apt",6,1,3,3,"Real Bed",299,1,1,0,"f","f","flexible"
"335","f","t","02119","Apartment","Private room",1,1,1,1,"Real Bed",60,1,3,0,"f","f","flexible"
"336","t","t","02130","Guest suite","Private room",6,1,2,3,"Real Bed",139,4,2,37,"f","f","moderate"
"337","t","t","02130","House","Private room",2,2,1,1,"Real Bed",50,1,2,61,"t","f","moderate"
"338","f","t","02130","Apartment","Entire home/apt",4,2,2,2,"Real Bed",250,1,1,1,"f","f","moderate"
"339","f","f","02130","Townhouse","Entire home/apt",4,2.5,3,3,"Real Bed",240,1,3,8,"t","f","flexible"
"340","f","f","02130","House","Entire home/apt",6,3,3,6,"Real Bed",450,1,1,11,"f","f","flexible"
"341","t","t","02130","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,4,1,13,"f","f","flexible"
"342","t","t","02130","Apartment","Entire home/apt",6,1,2,3,"Real Bed",130,4,1,15,"f","t","moderate"
"343","f","f","02130","Apartment","Entire home/apt",4,1,1,3,"Real Bed",117,4,1,10,"t","f","strict"
"344","f","f","02130","Apartment","Shared room",2,1,1,1,"Pull-out Sofa",60,1,2,96,"f","f","strict"
"345","f","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",65,1,2,2,"t","f","moderate"
"346","f","f","02130","Apartment","Entire home/apt",6,1,3,3,"Real Bed",151,1,2,7,"t","f","flexible"
"347","f","f","02130","House","Entire home/apt",2,2,1,1,"Real Bed",230,1,3,0,"f","f","flexible"
"348","t","t","02130","Townhouse","Private room",2,1.5,1,2,"Real Bed",84,1,3,37,"f","f","moderate"
"349","f","t","02130","Apartment","Entire home/apt",2,1,1,1,"Futon",95,2,2,14,"f","f","moderate"
"350","f","f","02130","Apartment","Entire home/apt",4,1,2,2,"Real Bed",160,4,1,22,"f","f","flexible"
"351","t","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",115,1,2,78,"f","f","moderate"
"352","f","t","02130","Loft","Entire home/apt",4,1,2,4,"Real Bed",220,4,3,18,"f","f","moderate"
"353","t","t","02130","Condominium","Private room",1,1,1,1,"Real Bed",88,1,6,198,"f","f","moderate"
"354","f","t","02130","Apartment","Entire home/apt",5,1,2,3,"Real Bed",150,1,3,12,"f","f","strict"
"355","f","t","02130","House","Entire home/apt",8,1,3,4,"Real Bed",275,6,3,76,"f","t","strict"
"356","t","t","02130","House","Private room",2,1,1,1,"Real Bed",100,2,3,38,"f","f","moderate"
"357","t","t","02131","Apartment","Private room",2,1,1,2,"Real Bed",50,2,1,234,"t","f","flexible"
"358","f","f","02130","Apartment","Private room",1,1,1,1,"Real Bed",50,1,5,0,"f","f","moderate"
"359","t","t","02130","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,4,2,8,"f","f","flexible"
"360","f","t","02130","Apartment","Entire home/apt",6,1.5,3,3,"Real Bed",499,5,2,96,"f","f","strict"
"361","t","t","02131","Apartment","Private room",2,1,1,1,"Real Bed",50,2,1,220,"t","f","flexible"
"362","f","t","02130","House","Entire home/apt",8,2.5,3,3,"Real Bed",300,2,3,7,"f","t","strict"
"363","f","f","02130","Apartment","Private room",3,1,1,1,"Real Bed",120,1,1,3,"t","f","strict"
"364","f","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",100,1,4,6,"f","f","moderate"
"365","t","t","02130","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,2,208,"t","t","strict"
"366","f","t","02130","Apartment","Entire home/apt",4,1,2,2,"Real Bed",249,2,2,71,"f","t","strict"
"367","f","t","02130","Condominium","Entire home/apt",5,1,2,2,"Real Bed",250,2,3,5,"f","t","strict"
"368","f","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",109,1,2,26,"f","f","moderate"
"369","f","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",100,1,2,54,"f","f","flexible"
"370","t","t","02131","House","Entire home/apt",2,1,1,1,"Real Bed",130,2,2,44,"f","t","flexible"
"371","f","t","02130","Apartment","Entire home/apt",4,1,2,2,"Real Bed",185,2,2,37,"f","t","flexible"
"372","f","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",82,2,3,18,"f","f","moderate"
"373","f","t","02130","Apartment","Private room",2,2,1,1,"Pull-out Sofa",150,1,1,0,"f","f","flexible"
"374","t","t","02131","Apartment","Private room",2,1,1,1,"Real Bed",60,2,1,344,"t","f","flexible"
"375","f","f","02130","House","Entire home/apt",10,3.5,4,7,"Real Bed",650,1,2,1,"f","f","flexible"
"376","f","f","02130","Apartment","Entire home/apt",4,1,1,1,"Real Bed",174,4,3,0,"f","f","moderate"
"377","t","t","02130","House","Entire home/apt",10,2.5,4,6,"Real Bed",575,8,3,54,"f","f","strict"
"378","t","t","02130","Apartment","Entire home/apt",4,1,2,2,"Real Bed",180,2,2,82,"f","t","moderate"
"380","f","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",63,1,2,3,"f","f","flexible"
"381","f","t","02130","Apartment","Entire home/apt",5,1,2,2,"Real Bed",255,1,2,6,"f","f","strict"
"382","t","t","02130","House","Private room",1,1,1,1,"Real Bed",50,1,2,58,"t","f","strict"
"383","f","t","02130","Apartment","Private room",2,2,1,1,"Real Bed",95,1,1,1,"f","f","flexible"
"384","f","t","02130","House","Private room",2,1,1,1,"Real Bed",54,1,1,0,"f","f","flexible"
"385","f","t","02130","House","Entire home/apt",9,2,4,6,"Real Bed",250,8,5,5,"f","f","strict"
"386","f","f","02130","Apartment","Entire home/apt",12,2,4,5,"Real Bed",725,1,3,17,"f","f","strict"
"387","t","t","02130","House","Entire home/apt",5,1,2,4,"Real Bed",199,3,2,69,"f","f","strict"
"388","t","t","02130","House","Entire home/apt",4,1,2,3,"Real Bed",145,2,2,137,"f","f","moderate"
"389","t","t","02130","House","Entire home/apt",6,1.5,3,3,"Real Bed",300,1,4,11,"f","f","strict"
"390","f","t","02130","Condominium","Private room",2,1,1,1,"Real Bed",105,1,1,0,"f","f","moderate"
"391","t","t","02130","Condominium","Private room",4,1,1,2,"Real Bed",75,2,1,35,"t","f","moderate"
"392","f","t","02130","Condominium","Entire home/apt",4,1,2,2,"Real Bed",180,1,1,1,"f","f","flexible"
"393","f","t","02130","Apartment","Private room",2,1,1,1,"Futon",70,2,2,41,"f","f","moderate"
"394","t","t","02130","Apartment","Entire home/apt",3,2,2,2,"Real Bed",110,3,3,1,"t","f","moderate"
"395","f","f","02130","House","Private room",2,2,1,2,"Real Bed",100,1,2,20,"f","f","flexible"
"396","t","t","02130","House","Entire home/apt",11,3.5,5,5,"Real Bed",500,6,3,45,"f","t","strict"
"397","f","t","02130","House","Entire home/apt",8,2.5,3,4,"Real Bed",450,4,2,12,"f","f","moderate"
"398","t","t","02130","House","Private room",2,1,1,1,"Real Bed",99,1,2,103,"f","f","strict"
"399","t","t","02130","Townhouse","Private room",2,1.5,1,1,"Real Bed",50,1,1,5,"f","f","strict"
"400","f","f","02130","Apartment","Entire home/apt",3,1,1,1,"Real Bed",150,1,3,0,"f","f","strict"
"401","t","t","02130","Condominium","Private room",2,1,1,1,"Real Bed",90,1,1,12,"t","f","flexible"
"402","t","t","02130","Condominium","Entire home/apt",6,1,2,3,"Real Bed",128,1,2,0,"f","f","flexible"
"403","f","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",98,1,2,1,"f","f","moderate"
"404","f","t","02130","House","Private room",3,1,1,2,"Real Bed",90,2,2,155,"f","f","moderate"
"405","f","t","02130","Apartment","Entire home/apt",9,1,3,4,"Real Bed",245,6,1,31,"t","t","moderate"
"406","f","t","02130","Apartment","Private room",2,1,1,2,"Real Bed",78,1,2,3,"f","f","strict"
"407","f","t","02130","House","Entire home/apt",6,2,4,3,"Real Bed",159,4,2,46,"f","f","moderate"
"408","f","t","02130","House","Private room",2,1,1,1,"Real Bed",200,2,2,16,"f","f","strict"
"409","t","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,1,"f","f","flexible"
"410","f","t","02130","Apartment","Entire home/apt",4,1,2,2,"Real Bed",145,2,1,21,"f","t","moderate"
"411","t","t","02130","Condominium","Entire home/apt",4,1.5,2,3,"Real Bed",85,2,2,12,"f","f","moderate"
"412","f","t","02130","Apartment","Private room",1,1,1,1,"Real Bed",30,1,15,3,"f","f","flexible"
"413","f","t","02130","House","Entire home/apt",10,2.5,4,6,"Real Bed",500,1,3,7,"f","f","moderate"
"414","f","f","02130","Apartment","Private room",2,1,1,1,"Real Bed",21,1,7,0,"t","f","flexible"
"415","f","f","02130","Apartment","Private room",2,1,1,1,"Real Bed",63,1,1,5,"t","f","strict"
"416","t","f","02130","Other","Entire home/apt",5,2,2,2,"Real Bed",160,1,2,14,"f","t","moderate"
"417","f","f","02130","House","Private room",5,1,2,3,"Real Bed",115,1,3,44,"f","f","flexible"
"418","f","t","02130","Apartment","Entire home/apt",4,1,2,1,"Real Bed",95,1,5,0,"f","f","flexible"
"419","t","t","02130","Apartment","Entire home/apt",8,2,4,4,"Real Bed",399,4,2,18,"f","t","strict"
"420","f","f","02130","Apartment","Entire home/apt",6,1,3,3,"Real Bed",500,5,1,0,"f","f","flexible"
"421","f","t","02130","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,1,2,9,"t","f","moderate"
"422","f","t","02130","Apartment","Entire home/apt",2,1,1,1,"Real Bed",149,1,2,17,"t","f","moderate"
"423","f","t","02130","Apartment","Private room",1,1,1,1,"Real Bed",50,1,14,1,"f","f","moderate"
"424","f","t","02130","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",70,1,3,12,"f","f","flexible"
"425","f","t","02130","Apartment","Entire home/apt",4,1,3,3,"Real Bed",120,2,8,56,"f","f","moderate"
"426","f","f","02130","Apartment","Private room",2,1,1,1,"Futon",125,1,1,1,"f","f","flexible"
"427","f","t","02130","Apartment","Private room",1,1,1,1,"Real Bed",70,1,1,0,"f","f","flexible"
"428","t","f","02130","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",85,1,1,68,"t","f","strict"
"429","t","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",65,1,2,125,"f","f","moderate"
"430","f","t","02130","Other","Entire home/apt",2,1,1,1,"Real Bed",379,1,4,0,"f","f","strict"
"431","f","t","02130","House","Private room",2,1,1,1,"Real Bed",56,1,1,16,"f","f","strict"
"432","f","f","02130","Apartment","Entire home/apt",3,1,1,1,"Real Bed",135,1,3,0,"f","f","strict"
"433","f","f","02130","House","Private room",2,1,1,1,"Real Bed",60,1,1,79,"t","f","strict"
"434","f","f","02130","Apartment","Private room",1,1,1,2,"Real Bed",65,1,1,4,"f","f","flexible"
"435","f","f","02130","Apartment","Entire home/apt",3,1,0,1,"Real Bed",128,1,3,0,"f","f","strict"
"436","t","t","02130","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",60,1,1,9,"f","f","strict"
"437","t","t","02130","House","Private room",2,1,1,2,"Real Bed",135,2,2,86,"f","f","moderate"
"438","f","t","02130","Condominium","Entire home/apt",4,1,2,2,"Real Bed",325,4,2,3,"f","f","moderate"
"439","f","t","02119","Apartment","Private room",2,1,1,1,"Real Bed",115,1,18,0,"t","f","strict"
"440","f","f","02130","House","Entire home/apt",5,2,3,3,"Real Bed",113,1,4,0,"f","f","flexible"
"441","t","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,12,"f","f","flexible"
"442","t","t","02130","House","Private room",4,1,1,2,"Futon",72,2,2,29,"t","f","moderate"
"443","f","t","02130","Condominium","Entire home/apt",4,1,2,4,"Real Bed",117,1,1,0,"t","f","flexible"
"444","f","f","02130","Apartment","Private room",2,1,1,1,"Real Bed",65,4,1,50,"f","f","strict"
"445","t","t","02119","Bed & Breakfast","Private room",1,1.5,1,1,"Real Bed",80,1,1,70,"f","f","strict"
"446","f","t","02130","Apartment","Entire home/apt",5,1.5,2,3,"Real Bed",200,1,2,13,"f","f","strict"
"447","f","f","02130","Apartment","Entire home/apt",3,1,0,1,"Real Bed",125,1,3,0,"f","f","strict"
"448","t","t","02130","Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,2,2,36,"f","t","moderate"
"449","f","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,69,"f","f","moderate"
"450","t","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",60,1,7,25,"f","f","flexible"
"451","f","t","02130","Apartment","Private room",3,1,1,2,"Real Bed",67,1,1,4,"f","f","moderate"
"452","f","t","02130","Other","Entire home/apt",2,1,0,2,"Real Bed",207,1,7,0,"f","f","moderate"
"453","t","t","02130","House","Entire home/apt",4,1,2,2,"Real Bed",180,3,1,77,"f","f","strict"
"454","f","t","02130","Condominium","Entire home/apt",5,2,3,3,"Real Bed",210,2,2,3,"f","f","moderate"
"455","f","t","02130","Townhouse","Entire home/apt",6,2.5,3,3,"Real Bed",148,1,7,1,"f","f","strict"
"456","f","t","02130","Condominium","Private room",1,1,1,1,"Real Bed",80,1,7,0,"f","f","strict"
"457","f","t","02130","House","Private room",2,3.5,1,2,"Real Bed",125,1,2,1,"f","f","flexible"
"458","t","t","02130","Apartment","Private room",2,1,1,1,"Real Bed",80,1,2,86,"f","f","moderate"
"459","f","t","02130","Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,1,14,"f","f","flexible"
"460","f","t","02130","House","Private room",1,1,1,1,"Real Bed",55,1,1,9,"f","f","flexible"
"461","f","f","02130","Apartment","Private room",2,1,1,1,"Real Bed",125,1,1,0,"f","f","flexible"
"462","t","t","02130","In-law","Entire home/apt",4,1,1,2,"Real Bed",130,2,1,30,"f","f","moderate"
"463","f","t","02130","Apartment","Entire home/apt",3,1,2,2,"Real Bed",98,1,21,3,"f","f","moderate"
"464","f","t","02130","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,2,25,"f","f","moderate"
"465","f","f","02130","Apartment","Entire home/apt",3,1,0,1,"Real Bed",119,1,3,0,"f","f","strict"
"466","f","t","02130","Apartment","Entire home/apt",6,1,2,2,"Real Bed",168,1,3,83,"f","f","moderate"
"467","f","t","02130","Townhouse","Entire home/apt",6,1.5,2,4,"Real Bed",165,1,1,10,"f","t","flexible"
