"","host_is_superhost","host_identity_verified","neighbourhood_cleansed","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy"
"1198","t","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$91.00",1,2,155,"f","f","moderate"
"1199","t","t","Roxbury","Apartment","Private room",1,1,1,1,"Real Bed","$40.00",1,14,4,"f","f","strict"
"1200","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$80.00",1,3,91,"f","f","strict"
"1201","f","f","Roxbury","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$167.00",2,2,65,"f","f","strict"
"1202","f","t","Roxbury","Apartment","Private room",2,2,1,2,"Real Bed","$110.00",2,3,7,"t","f","strict"
"1203","f","f","Roxbury","House","Private room",2,2,1,1,"Real Bed","$75.00",2,1,24,"t","f","strict"
"1204","t","t","Roxbury","Apartment","Private room",1,1.5,1,1,"Real Bed","$40.00",1,14,4,"f","f","strict"
"1205","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$45.00",1,1,4,"f","f","moderate"
"1206","t","t","Roxbury","Apartment","Private room",1,1,1,1,"Real Bed","$40.00",1,14,0,"f","f","strict"
"1207","f","t","Roxbury","Other","Private room",2,1,1,2,"Real Bed","$57.00",1,1,3,"f","f","flexible"
"1208","f","f","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$90.00",1,3,45,"f","f","moderate"
"1209","f","t","Roxbury","Apartment","Shared room",1,1,1,1,"Pull-out Sofa","$35.00",1,1,94,"f","f","moderate"
"1210","f","t","Roxbury","Apartment","Entire home/apt",8,2,3,4,"Real Bed","$400.00",8,5,5,"f","f","strict"
"1211","t","t","Roxbury","Apartment","Private room",1,1,1,1,"Real Bed","$32.00",1,14,0,"f","f","strict"
"1212","f","t","Roxbury","House","Private room",2,1,1,1,"Real Bed","$79.00",1,1,2,"f","f","strict"
"1213","f","f","Roxbury","Apartment","Private room",2,1,1,2,"Real Bed","$69.00",1,1,2,"t","f","strict"
"1214","f","f","Roxbury","Apartment","Entire home/apt",6,1,2,2,"Real Bed","$275.00",1,2,70,"f","f","strict"
"1215","f","t","Roxbury","Townhouse","Private room",2,1.5,1,1,"Real Bed","$70.00",1,1,17,"f","f","moderate"
"1216","f","t","Roxbury","House","Private room",2,2.5,1,1,"Real Bed","$90.00",1,4,5,"f","f","strict"
"1217","f","f","Roxbury","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$163.00",1,2,73,"f","f","strict"
"1218","t","t","Roxbury","Apartment","Entire home/apt",8,3,4,4,"Real Bed","$900.00",7,2,3,"f","t","moderate"
"1219","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$44.00",1,1,6,"f","f","moderate"
"1220","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$44.00",1,1,7,"f","f","moderate"
"1221","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$44.00",1,1,8,"f","f","moderate"
"1222","f","f","Roxbury","House","Private room",3,2,1,3,"Real Bed","$150.00",1,5,10,"t","f","strict"
"1223","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$44.00",1,1,6,"f","f","moderate"
"1224","f","f","Roxbury","Apartment","Entire home/apt",7,2,3,3,"Real Bed","$330.00",1,2,83,"f","f","strict"
"1225","t","t","Roxbury","Apartment","Private room",4,1,2,1,"Real Bed","$75.00",1,2,12,"f","f","strict"
"1226","t","f","Roxbury","Apartment","Entire home/apt",4,1,1,3,"Real Bed","$129.00",2,2,24,"f","f","moderate"
"1227","t","t","Roxbury","Apartment","Entire home/apt",8,2,4,5,"Real Bed","$625.00",1,3,3,"f","t","moderate"
"1228","f","f","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$90.00",1,3,70,"f","f","moderate"
"1229","t","t","Roxbury","Apartment","Private room",1,1.5,1,1,"Real Bed","$41.00",1,14,0,"f","f","strict"
"1230","f","t","Roxbury","Apartment","Entire home/apt",4,1,0,2,"Real Bed","$159.00",2,3,38,"t","t","strict"
"1231","f","f","Roxbury","Apartment","Entire home/apt",4,1,1,3,"Real Bed","$169.00",2,1,4,"f","t","flexible"
"1232","f","t","Roxbury","Apartment","Entire home/apt",15,2,4,9,"Real Bed","$536.00",10,1,83,"t","t","strict"
"1233","t","f","Roxbury","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$150.00",1,2,74,"f","f","moderate"
"1234","f","t","Roxbury","House","Entire home/apt",16,3,5,16,"Real Bed","$280.00",1,1,2,"f","f","strict"
"1235","f","f","Roxbury","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$167.00",1,2,8,"t","f","strict"
"1236","f","t","Roxbury","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$139.00",1,2,5,"t","f","strict"
"1237","f","f","Roxbury","Condominium","Entire home/apt",9,1.5,3,5,"Real Bed","$120.00",1,1,3,"f","t","strict"
"1238","t","t","Roxbury","Apartment","Private room",1,1,1,1,"Real Bed","$40.00",1,14,3,"f","f","strict"
"1239","f","f","Roxbury","House","Private room",2,0.5,1,1,"Pull-out Sofa","$75.00",1,1,4,"f","f","flexible"
"1240","f","t","Roxbury","Apartment","Entire home/apt",16,3,5,10,"Real Bed","$700.00",10,1,78,"t","t","strict"
"1241","f","t","Roxbury","House","Private room",2,1,1,1,"Real Bed","$100.00",1,1,6,"f","f","flexible"
"1242","f","t","Roxbury","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$129.00",1,1,7,"t","f","strict"
"1243","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$60.00",1,1,1,"t","f","flexible"
"1244","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$65.00",1,2,25,"f","f","moderate"
"1245","f","t","Roxbury","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$195.00",2,2,3,"f","f","flexible"
"1246","f","f","Roxbury","Apartment","Entire home/apt",4,2,2,2,"Real Bed","$300.00",1,3,0,"f","f","moderate"
"1247","t","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed","$95.00",1,2,76,"f","f","moderate"
"1248","f","t","Roxbury","Apartment","Entire home/apt",5,1,2,2,"Real Bed","$193.00",4,2,8,"t","f","moderate"
"1249","f","f","Roxbury","House","Private room",2,2,1,1,"Real Bed","$75.00",2,1,29,"f","f","strict"
"1250","f","t","Roxbury","Apartment","Entire home/apt",15,2,4,11,"Real Bed","$220.00",1,1,32,"f","t","strict"
"1251","f","t","Roxbury","House","Private room",2,1,1,1,"Real Bed","$65.00",1,1,15,"f","f","flexible"
"1252","f","f","South End","Loft","Private room",2,1,1,1,"Real Bed","$65.00",1,1,45,"f","f","moderate"
"1253","t","t","South End","Apartment","Private room",3,1,1,1,"Real Bed","$129.00",2,1,103,"f","f","strict"
"1254","t","f","South End","Condominium","Private room",2,1,1,1,"Real Bed","$125.00",1,1,78,"f","f","flexible"
"1255","f","t","South End","House","Private room",1,1,1,1,"Real Bed","$125.00",1,1,128,"t","f","moderate"
"1256","f","t","South End","Apartment","Private room",2,1.5,1,1,"Real Bed","$119.00",1,1,6,"f","f","strict"
"1257","f","t","South End","Condominium","Private room",2,1.5,1,1,"Real Bed","$125.00",1,2,63,"t","f","moderate"
"1258","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$130.00",1,2,3,"f","f","flexible"
"1259","f","t","South End","Apartment","Private room",2,1,1,1,"Pull-out Sofa","$75.00",1,3,24,"f","f","moderate"
"1260","f","t","South End","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$175.00",1,1,49,"f","f","strict"
"1261","t","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$99.00",1,2,22,"f","f","strict"
"1262","t","t","South End","Apartment","Private room",2,1.5,1,1,"Real Bed","$157.00",1,2,131,"f","f","strict"
"1263","f","t","South End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$250.00",2,1,47,"f","t","strict"
"1264","f","t","South End","Apartment","Entire home/apt",5,2,3,4,"Real Bed","$650.00",4,2,51,"f","t","moderate"
"1265","f","t","South End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$160.00",1,3,5,"f","f","strict"
"1266","f","t","South End","Apartment","Private room",1,1.5,1,1,"Real Bed","$60.00",1,4,2,"f","f","moderate"
"1267","f","f","South End","Apartment","Private room",2,1,1,1,"Real Bed","$67.00",1,3,3,"t","f","strict"
"1268","f","t","South End","Apartment","Private room",2,2,1,1,"Real Bed","$250.00",1,1,5,"f","f","flexible"
"1269","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$220.00",1,1,18,"t","t","moderate"
"1270","f","f","South End","Apartment","Private room",2,1,1,1,"Real Bed","$88.00",1,2,22,"f","f","strict"
"1271","t","t","South End","House","Private room",2,1,1,1,"Real Bed","$120.00",1,2,71,"f","f","moderate"
"1272","f","f","South End","Apartment","Private room",1,1,1,1,"Real Bed","$150.00",1,1,1,"f","f","flexible"
"1273","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$60.00",1,7,0,"f","f","strict"
"1274","f","t","South End","Apartment","Private room",2,1.5,1,1,"Real Bed","$125.00",1,15,0,"f","f","flexible"
"1275","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$90.00",1,2,1,"f","f","moderate"
"1276","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$100.00",1,3,0,"f","f","strict"
"1277","t","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$147.00",2,1,38,"f","f","strict"
"1278","t","t","South End","Townhouse","Private room",2,1,0,1,"Real Bed","$150.00",2,3,58,"f","f","strict"
"1279","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$90.00",1,1,0,"f","f","flexible"
"1280","f","t","South End","House","Private room",6,3,3,3,"Real Bed","$350.00",2,2,15,"f","f","strict"
"1281","f","t","South End","House","Private room",1,NA,1,1,"Real Bed","$99.00",1,1,246,"t","f","moderate"
"1282","t","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$134.00",1,1,95,"f","f","flexible"
"1283","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$125.00",1,2,7,"t","f","strict"
"1284","t","t","South End","Condominium","Private room",3,1.5,1,2,"Real Bed","$125.00",2,2,108,"t","f","moderate"
"1285","f","f","South End","Townhouse","Private room",1,1,1,1,"Real Bed","$100.00",1,1,0,"t","f","flexible"
"1286","f","t","South End","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$199.00",1,1,1,"t","f","strict"
"1287","f","f","South End","House","Private room",1,1,1,1,"Real Bed","$99.00",1,1,12,"f","f","moderate"
"1288","f","f","South End","Apartment","Private room",2,1,1,1,"Real Bed","$80.00",1,1,28,"f","f","moderate"
"1289","t","f","South End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$275.00",2,2,53,"f","f","strict"
"1290","t","t","South End","Apartment","Private room",2,1.5,1,1,"Real Bed","$115.00",1,1,69,"f","f","strict"
"1291","t","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$150.00",1,2,156,"f","f","moderate"
"1292","t","f","South End","Guesthouse","Private room",2,1,1,1,"Real Bed","$199.00",1,3,3,"f","f","strict"
"1293","f","f","South End","Apartment","Private room",1,1,1,1,"Real Bed","$125.00",1,1,0,"f","f","flexible"
"1294","f","t","South End","Apartment","Private room",1,1.5,1,1,"Real Bed","$35.00",1,1,4,"f","f","flexible"
"1295","f","t","South End","Condominium","Private room",2,1.5,1,1,"Real Bed","$125.00",1,2,8,"f","f","moderate"
"1296","f","t","South End","Apartment","Private room",4,1,1,3,"Real Bed","$199.00",2,2,8,"f","f","moderate"
"1297","f","f","South End","Apartment","Private room",2,1,1,1,"Real Bed","$80.00",1,2,4,"f","f","strict"
"1298","f","f","South End","Apartment","Private room",2,1,1,1,"Real Bed","$100.00",1,1,0,"f","f","moderate"
"1299","f","t","South End","Condominium","Private room",2,1,1,1,"Real Bed","$140.00",1,2,8,"f","f","moderate"
"1300","f","t","South End","Bed & Breakfast","Private room",1,NA,1,1,"Real Bed","$140.00",1,1,250,"t","f","moderate"
"1301","f","f","South End","Loft","Private room",1,1.5,1,1,"Real Bed","$50.00",2,1,0,"f","f","strict"
"1302","t","t","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$69.00",2,1,109,"t","f","strict"
"1303","f","t","South End","Apartment","Private room",1,1,1,1,"Real Bed","$100.00",1,1,3,"f","f","strict"
"1304","f","f","South End","House","Private room",1,1,1,1,"Real Bed","$110.00",1,1,14,"f","f","moderate"
"1305","t","t","South End","Apartment","Private room",4,2,2,2,"Real Bed","$597.00",1,2,24,"t","f","strict"
"1306","f","t","South End","Condominium","Entire home/apt",3,1,0,1,"Real Bed","$200.00",1,1,7,"f","f","flexible"
"1307","f","t","South End","Apartment","Entire home/apt",4,1,2,3,"Real Bed","$79.00",2,2,20,"t","f","strict"
"1308","f","t","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$125.00",1,2,14,"f","f","flexible"
"1309","t","t","South End","Townhouse","Entire home/apt",2,1,0,1,"Real Bed","$145.00",2,3,63,"f","t","strict"
"1310","f","t","South End","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$182.00",1,2,1,"f","f","moderate"
"1311","t","f","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$175.00",2,2,41,"f","f","strict"
"1312","t","t","South End","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$395.00",1,2,42,"f","t","strict"
"1313","t","t","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$195.00",2,3,88,"f","t","moderate"
"1314","f","t","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$185.00",2,2,167,"f","t","moderate"
"1315","f","f","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$165.00",2,2,5,"f","f","strict"
"1316","f","t","South End","House","Entire home/apt",2,1.5,1,1,"Real Bed","$150.00",1,3,1,"f","f","flexible"
"1317","f","t","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$175.00",1,1,56,"f","f","strict"
"1318","f","t","South End","House","Entire home/apt",10,2,5,7,"Real Bed","$600.00",1,2,36,"f","t","strict"
"1319","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$200.00",2,1,23,"f","f","moderate"
"1320","f","f","South End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$200.00",2,4,13,"t","f","strict"
"1321","f","f","South End","Condominium","Entire home/apt",3,1,2,2,"Real Bed","$295.00",3,2,5,"f","f","strict"
"1322","f","f","South End","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$295.00",1,1,2,"f","f","moderate"
"1323","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$100.00",1,2,39,"f","f","strict"
"1324","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,2,5,"t","f","strict"
"1325","f","f","South End","Apartment","Entire home/apt",2,1,0,2,"Real Bed","$189.00",1,2,0,"f","f","strict"
"1326","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,31,"t","f","strict"
"1327","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,5,11,"t","f","strict"
"1328","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,5,8,"t","f","strict"
"1329","f","f","South End","Condominium","Entire home/apt",2,1,0,2,"Real Bed","$150.00",2,3,23,"f","f","strict"
"1330","f","f","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$150.00",1,1,76,"f","f","flexible"
"1331","f","t","South End","House","Entire home/apt",10,4.5,5,6,"Real Bed","$1,400.00",1,5,4,"f","f","moderate"
"1332","f","f","South End","Condominium","Entire home/apt",5,2.5,2,2,"Real Bed","$280.00",4,2,7,"f","f","moderate"
"1333","f","f","South End","Apartment","Entire home/apt",6,1.5,2,3,"Real Bed","$300.00",4,3,46,"f","f","strict"
"1334","f","t","South End","Condominium","Private room",2,1.5,1,1,"Real Bed","$125.00",1,2,46,"t","f","moderate"
"1335","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$60.00",1,1,33,"t","f","moderate"
"1336","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$198.00",2,5,19,"f","t","flexible"
"1337","f","t","South End","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$299.00",1,2,1,"t","f","strict"
"1338","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$183.00",2,2,267,"f","t","strict"
"1339","f","t","South End","Apartment","Entire home/apt",5,1,2,2,"Real Bed","$85.00",1,2,3,"t","f","flexible"
"1340","f","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$210.00",3,2,32,"f","t","strict"
"1341","f","t","South End","Apartment","Entire home/apt",2,1,2,1,"Real Bed","$149.00",2,1,8,"f","f","strict"
"1342","f","f","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$194.00",2,3,8,"f","f","strict"
"1343","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,30,"t","f","strict"
"1344","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,10,"t","f","strict"
"1345","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,23,"t","f","strict"
"1346","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,5,9,"t","f","strict"
"1347","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$129.00",1,2,28,"f","f","strict"
"1348","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$170.00",2,32,24,"f","t","strict"
"1349","f","f","South End","Apartment","Entire home/apt",2,1,NA,1,"Real Bed","$176.00",1,1,0,"f","f","flexible"
"1350","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$160.00",2,30,19,"f","t","strict"
"1351","f","f","South End","Apartment","Private room",1,1,1,1,"Real Bed","$45.00",1,1,0,"f","f","flexible"
"1352","f","t","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$275.00",2,2,8,"f","f","moderate"
"1353","f","t","South End","Apartment","Private room",1,1,1,1,"Real Bed","$150.00",1,14,0,"f","f","flexible"
"1354","f","f","South End","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$200.00",1,1,15,"f","f","flexible"
"1355","f","t","South End","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$200.00",2,90,4,"f","f","strict"
"1356","f","t","South End","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$129.00",1,2,0,"t","f","strict"
"1357","f","t","South End","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$299.00",1,2,1,"t","f","strict"
"1358","t","f","South End","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed","$150.00",1,2,54,"f","t","moderate"
"1359","t","t","South End","Apartment","Entire home/apt",6,1.5,2,4,"Real Bed","$229.00",1,1,93,"t","t","moderate"
"1360","f","t","South End","Condominium","Entire home/apt",6,2.5,2,3,"Real Bed","$0.00",4,1,0,"f","f","strict"
"1361","t","t","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$195.00",2,2,45,"f","t","moderate"
"1362","f","t","South End","Apartment","Private room",1,1,0,1,"Real Bed","$190.00",1,1,0,"f","f","flexible"
"1363","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$195.00",1,3,5,"f","f","strict"
"1364","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$138.00",1,2,12,"f","f","strict"
"1365","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$175.00",1,2,37,"t","t","strict"
"1366","f","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$125.00",1,1,55,"f","f","strict"
"1367","f","f","South End","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$200.00",1,3,10,"f","f","strict"
"1368","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed","$80.00",1,1,4,"f","f","moderate"
"1369","f","f","South End","Other","Entire home/apt",2,1,0,1,"Real Bed","$140.00",1,3,0,"f","f","strict"
"1370","f","t","South End","Apartment","Entire home/apt",2,2.5,1,1,"Real Bed","$200.00",1,5,0,"f","f","moderate"
"1371","f","f","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$164.00",1,2,47,"f","f","strict"
"1372","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$189.00",1,2,13,"f","f","strict"
"1373","f","t","South End","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$129.00",1,2,21,"t","t","strict"
"1374","f","t","South End","Apartment","Entire home/apt",3,1,0,1,"Real Bed","$175.00",2,2,4,"f","f","moderate"
"1375","f","t","South End","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$158.00",1,2,20,"f","f","moderate"
"1376","f","f","South End","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$185.00",3,2,4,"t","t","moderate"
"1377","t","t","South End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$175.00",1,2,14,"t","f","moderate"
"1378","f","f","South End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$240.00",2,9,3,"f","f","strict"
"1379","t","t","South End","Condominium","Shared room",3,1,1,1,"Airbed","$95.00",1,2,124,"t","f","moderate"
"1380","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,15,"t","f","strict"
"1381","f","t","South End","House","Entire home/apt",4,1,2,2,"Real Bed","$189.00",1,2,3,"t","f","strict"
"1382","t","t","South End","Apartment","Entire home/apt",1,1,0,1,"Real Bed","$160.00",2,31,14,"f","t","strict"
"1383","f","t","South End","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed","$280.00",1,1,1,"f","f","flexible"
"1384","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$100.00",1,2,56,"f","f","strict"
