"","host_is_superhost","host_identity_verified","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","ddowntown","dairport"
"3118","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",229,2,1,9,"t","f","strict",4910,10415
"3119","f","t","Apartment","Private room",2,1,1,2,"Real Bed",350,1,1,5,"f","f","strict",4910,10415
"3120","f","t","Apartment","Private room",1,1.5,1,1,"Real Bed",57,1,14,2,"f","f","moderate",4910,10415
"3121","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",199,2,2,1,"f","f","strict",4910,10415
"3122","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",180,1,3,2,"f","f","strict",4910,10415
"3123","f","f","House","Entire home/apt",3,1,1,3,"Real Bed",190,1,10,1,"f","f","flexible",4910,10415
"3126","t","t","Apartment","Entire home/apt",8,1,2,4,"Real Bed",265,4,2,30,"t","t","strict",4910,10415
"3127","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,1,1,"f","f","flexible",4910,10415
"3128","f","t","Other","Entire home/apt",5,2,2,3,"Real Bed",324,1,3,27,"f","f","moderate",4910,10415
"3129","f","t","House","Private room",4,2.5,1,4,"Real Bed",70,1,2,5,"f","f","flexible",4910,10415
"3130","f","f","Apartment","Entire home/apt",4,1,1,3,"Real Bed",150,1,1,1,"t","f","strict",4910,10415
"3131","f","f","Apartment","Entire home/apt",6,1,1,3,"Real Bed",100,4,1,0,"t","f","strict",4910,10415
"3132","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",178,1,3,2,"f","f","strict",4910,10415
"3133","f","t","Other","Entire home/apt",3,1,1,2,"Real Bed",272,1,3,0,"f","f","moderate",4910,10415
"3134","f","f","Apartment","Shared room",1,1,1,1,"Real Bed",60,1,1,0,"f","f","flexible",4910,10415
"3135","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",99,1,20,0,"t","f","strict",4910,10415
"3136","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",399,1,1,0,"t","f","strict",4910,10415
"3138","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,5,"t","t","strict",4910,10415
"3139","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",285,1,3,1,"f","f","moderate",4910,10415
"3140","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",159,1,2,8,"t","t","strict",4910,10415
"3141","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",159,1,2,6,"t","t","strict",4910,10415
"3142","f","t","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",99,1,2,5,"t","t","strict",4910,10415
"3143","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,14,33,"f","f","moderate",4910,10415
"3144","f","f","Bed & Breakfast","Private room",1,1,1,1,"Real Bed",125,1,2,19,"f","f","strict",4910,10415
"3145","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,1,1,42,"f","f","moderate",4910,10415
"3146","f","t","Apartment","Entire home/apt",4,2,1,2,"Real Bed",129,1,2,8,"t","f","strict",4910,10415
"3147","f","f","Apartment","Entire home/apt",4,1,0,2,"Real Bed",130,2,1,9,"t","f","strict",4910,10415
"3148","f","f","Condominium","Entire home/apt",8,2,2,4,"Real Bed",199,4,2,0,"t","f","strict",4910,10415
"3149","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",272,1,3,0,"f","f","moderate",4910,10415
"3150","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",70,1,1,52,"t","f","strict",4910,10415
"3152","f","t","Other","Entire home/apt",5,2,2,3,"Real Bed",324,1,3,11,"f","f","moderate",4910,10415
"3153","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",100,1,4,8,"t","f","flexible",4910,10415
"3154","f","f","Apartment","Entire home/apt",6,1,2,2,"Real Bed",192,1,1,0,"f","f","flexible",4910,10415
"3155","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",180,1,3,3,"f","t","strict",4910,10415
"3157","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",139,1,2,5,"t","f","strict",4910,10415
"3159","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",299,1,2,2,"t","f","moderate",4910,10415
"3160","f","f","Apartment","Private room",2,1,1,1,"Real Bed",70,1,2,0,"t","f","moderate",4910,10415
"3161","f","t","Apartment","Private room",2,1,1,1,"Real Bed",60,1,3,28,"t","f","flexible",4910,10415
"3162","f","t","Other","Entire home/apt",3,1,1,2,"Real Bed",259,1,3,6,"t","f","moderate",4910,10415
"3163","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",129,1,30,0,"f","f","strict",4910,10415
"3164","f","f","Condominium","Entire home/apt",8,2,2,4,"Real Bed",199,4,2,0,"t","f","strict",4910,10415
"3165","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",129,1,30,0,"f","f","strict",4910,10415
"3167","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",289,1,4,23,"f","t","moderate",4910,10415
"3168","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",199,1,2,1,"t","f","strict",4910,10415
"3171","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,1,0,"f","f","flexible",4910,10415
"3172","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",126,1,30,0,"t","f","strict",4910,10415
"3173","f","t","Apartment","Shared room",2,1,1,1,"Pull-out Sofa",80,1,1,13,"t","f","moderate",4910,10415
"3175","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",200,3,1,0,"f","f","moderate",4910,10415
"3176","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",175,1,3,3,"f","f","strict",4910,10415
"3177","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",128,1,3,1,"f","f","strict",4910,10415
"3178","f","t","Apartment","Private room",2,1,1,1,"Real Bed",20,1,2,4,"f","f","flexible",4910,10415
"3179","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",176,1,21,3,"f","t","strict",4910,10415
"3180","f","f","House","Private room",3,1,1,1,"Real Bed",135,2,1,75,"f","f","moderate",4910,10415
"3181","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",124,1,30,0,"f","f","strict",4910,10415
"3183","t","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",170,1,1,21,"t","t","strict",4910,10415
"3184","f","f","Apartment","Private room",1,3,1,1,"Real Bed",30,1,1,0,"t","f","flexible",4910,10415
"3185","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",249,1,2,11,"t","f","strict",4910,10415
"3186","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",265,2,2,4,"t","f","strict",4910,10415
"3187","f","f","Apartment","Entire home/apt",3,1,0,1,"Real Bed",169,1,3,1,"f","f","strict",4910,10415
"3189","f","t","Other","Entire home/apt",5,2,2,3,"Real Bed",324,1,3,4,"f","f","moderate",4910,10415
"3190","f","f","Apartment","Private room",1,1,1,1,"Real Bed",77,1,10,1,"f","f","flexible",4910,10415
"3191","f","f","Other","Private room",1,1,1,1,"Real Bed",110,1,1,45,"t","f","strict",4910,10415
"3192","f","t","Other","Entire home/apt",5,2,2,2,"Real Bed",324,1,3,9,"t","f","moderate",4910,10415
"3193","t","t","Apartment","Entire home/apt",8,1,2,4,"Real Bed",360,4,2,4,"t","t","strict",4910,10415
"3194","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",175,2,2,13,"t","t","strict",4910,10415
"3195","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,1,1,0,"f","f","flexible",4910,10415
"3196","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",123,1,3,10,"t","f","moderate",4910,10415
"3197","f","f","Apartment","Private room",1,1,1,1,"Real Bed",140,1,2,0,"t","f","flexible",4910,10415
"3198","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",284,1,2,6,"f","t","strict",4910,10415
"3199","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",259,1,4,3,"f","f","super_strict_30",4910,10415
"3200","f","t","Apartment","Private room",1,1,1,1,"Real Bed",86,1,1,0,"f","f","strict",4910,10415
"3201","f","f","House","Shared room",2,2,1,1,"Real Bed",65,1,1,0,"f","f","flexible",4910,10415
"3202","f","f","Apartment","Entire home/apt",4,2,2,3,"Real Bed",275,1,18,0,"f","f","strict",4910,10415
"3203","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,3,0,"f","f","strict",4910,10415
"3204","f","f","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",175,2,2,12,"f","f","strict",4910,10415
"3205","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",129,1,3,0,"f","f","strict",4910,10415
"3206","f","t","Other","Entire home/apt",5,2,2,3,"Real Bed",324,1,3,16,"f","f","moderate",4910,10415
"3207","f","f","Townhouse","Entire home/apt",16,3,4,9,"Real Bed",392,10,1,0,"f","f","strict",4910,10415
"3208","t","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",195,2,1,121,"f","t","strict",4910,10415
"3209","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,1,1,12,"f","f","strict",4910,10415
"3210","f","f","Apartment","Entire home/apt",3,1.5,2,2,"Real Bed",220,1,3,0,"f","f","flexible",4910,10415
"3211","t","t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",335,4,2,5,"t","f","strict",4910,10415
"3212","t","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",140,2,4,54,"t","f","moderate",4910,10415
"3213","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",150,1,4,5,"f","f","flexible",4910,10415
"3214","f","f","Apartment","Entire home/apt",5,2,2,2,"Real Bed",175,1,3,0,"f","f","strict",4910,10415
"3215","f","t","Condominium","Entire home/apt",1,1,1,1,"Real Bed",198,1,7,13,"f","t","strict",4910,10415
"3216","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,11,"t","t","strict",4910,10415
"3217","f","f","Apartment","Entire home/apt",2,1,1,2,"Real Bed",158,1,3,15,"f","f","flexible",4910,10415
"3218","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",139,1,3,1,"f","f","strict",4910,10415
"3219","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",133,1,3,0,"f","f","strict",4910,10415
"3220","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,30,0,"f","f","strict",4910,10415
"3221","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,5,7,"f","f","moderate",4910,10415
"3222","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,10,"t","f","flexible",4910,10415
"3223","f","f","Apartment","Entire home/apt",8,1,2,4,"Real Bed",125,4,1,73,"t","f","strict",4910,10415
"3224","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,30,0,"t","f","strict",4910,10415
"3225","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",175,1,30,1,"f","f","strict",4910,10415
"3226","f","f","Apartment","Entire home/apt",3,1,0,2,"Real Bed",179,1,3,3,"f","f","strict",4910,10415
"3227","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",184,1,3,0,"f","f","strict",4910,10415
"3228","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,3,2,"f","f","strict",4910,10415
"3229","t","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",180,1,3,130,"f","t","strict",4910,10415
"3230","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",117,1,1,16,"t","f","strict",4910,10415
"3231","f","t","Apartment","Shared room",2,1,1,1,"Real Bed",50,1,1,4,"f","f","strict",4910,10415
"3232","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,1,2,3,"f","f","strict",4910,10415
"3233","f","f","Loft","Entire home/apt",4,1,1,3,"Real Bed",200,4,3,1,"t","f","moderate",4910,10415
"3234","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",115,1,5,2,"f","f","moderate",4910,10415
"3235","t","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",120,1,1,12,"f","f","moderate",4910,10415
"3236","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",140,2,1,39,"t","t","strict",4910,10415
"3237","f","t","Apartment","Private room",2,1,1,1,"Real Bed",98,1,1,4,"f","f","flexible",4910,10415
"3238","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",299,1,3,0,"f","f","strict",4910,10415
"3239","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",159,1,2,5,"t","t","strict",4910,10415
"3240","f","t","Apartment","Private room",2,1,1,1,"Real Bed",195,2,1,13,"f","f","flexible",4910,10415
"3241","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",190,1,2,4,"f","f","strict",4910,10415
"3242","f","t","Apartment","Entire home/apt",4,1,0,2,"Real Bed",195,4,3,3,"f","f","moderate",4910,10415
"3243","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",155,1,1,0,"f","f","flexible",4910,10415
"3245","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",149,1,3,4,"f","f","strict",4910,10415
"3247","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,30,2,"f","f","strict",4910,10415
"3248","f","f","Apartment","Entire home/apt",5,2,2,2,"Real Bed",170,1,3,0,"f","f","strict",4910,10415
"3249","f","f","Apartment","Entire home/apt",5,1,2,3,"Real Bed",159,1,1,1,"t","f","flexible",4910,10415
"3250","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",181,1,3,6,"f","t","strict",4910,10415
"3251","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,30,0,"f","f","strict",4910,10415
"3252","f","t","Apartment","Private room",2,1,1,1,"Real Bed",110,1,2,1,"f","f","flexible",4910,10415
"3253","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",285,1,3,9,"f","f","moderate",4910,10415
"3254","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,2,4,"f","f","strict",4910,10415
"3255","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,2,1,20,"f","f","strict",4910,10415
"3256","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,1,1,"t","f","flexible",4910,10415
"3257","f","f","Apartment","Private room",2,1,1,1,"Real Bed",71,1,1,0,"t","f","moderate",4910,10415
"3258","f","t","Condominium","Entire home/apt",6,1,2,5,"Real Bed",250,4,1,18,"f","f","moderate",4910,10415
"3260","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,20,0,"t","f","flexible",4910,10415
"3261","t","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",225,1,3,41,"f","t","moderate",4910,10415
"3262","t","t","Apartment","Entire home/apt",8,1,2,4,"Real Bed",265,4,2,24,"t","t","strict",4910,10415
"3263","f","f","Apartment","Entire home/apt",3,1,0,1,"Real Bed",150,2,1,30,"t","t","strict",4910,10415
"3264","f","t","Apartment","Private room",2,1,1,1,"Real Bed",99,1,1,68,"f","f","strict",4910,10415
"3267","f","t","Apartment","Private room",2,1,1,1,"Real Bed",54,1,1,3,"f","f","flexible",4910,10415
"3269","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",189,1,3,5,"f","f","strict",4910,10415
"3271","f","t","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",200,1,10,0,"f","f","flexible",4910,10415
"3272","f","t","Apartment","Shared room",1,1,1,1,"Real Bed",60,1,1,22,"f","f","flexible",4910,10415
"3273","f","t","Apartment","Private room",1,1,1,1,"Real Bed",120,1,7,0,"f","f","flexible",4910,10415
"3274","f","t","Apartment","Private room",2,1,1,1,"Real Bed",69,1,2,0,"f","f","flexible",4910,10415
"3275","f","f","Apartment","Shared room",1,1,1,1,"Real Bed",47,1,1,1,"f","f","flexible",4910,10415
"3276","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",400,1,3,0,"t","f","flexible",4910,10415
"3277","f","t","Apartment","Entire home/apt",5,2,1,2,"Real Bed",179,1,3,4,"f","t","strict",4910,10415
"3278","f","f","Apartment","Entire home/apt",3,1,0,2,"Real Bed",150,1,1,0,"f","f","flexible",4910,10415
"3280","f","f","Apartment","Private room",2,2,1,1,"Real Bed",74,1,1,0,"f","f","flexible",4910,10415
"3281","f","t","Apartment","Private room",1,1,1,2,"Real Bed",90,1,1,5,"t","f","flexible",4910,10415
"3282","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",176,1,30,0,"f","f","strict",4910,10415
"3283","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",130,1,7,9,"f","f","strict",4910,10415
"3284","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",141,1,3,1,"f","f","strict",4910,10415
"3285","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",300,1,3,14,"f","f","moderate",4910,10415
"3286","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",349,1,3,0,"f","f","flexible",4910,10415
"3287","f","f","Apartment","Private room",2,1,1,1,"Real Bed",90,1,2,1,"t","f","flexible",4910,10415
"3288","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",149,1,3,1,"f","f","strict",4910,10415
"3289","f","t","Condominium","Shared room",1,1,1,1,"Real Bed",100,1,1,6,"t","f","flexible",4910,10415
"3290","f","t","Apartment","Private room",2,1,1,1,"Real Bed",120,1,1,0,"f","f","moderate",4910,10415
"3291","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",188,1,3,9,"f","t","strict",4910,10415
"3292","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",132,1,3,3,"f","t","strict",4910,10415
"3293","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",199,1,1,2,"t","f","strict",4910,10415
"3294","t","t","Condominium","Entire home/apt",4,2.5,2,2,"Real Bed",299,4,3,64,"t","t","strict",4910,10415
"3295","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",341,1,3,3,"f","t","moderate",4910,10415
"3296","f","t","Apartment","Entire home/apt",6,1,1,4,"Real Bed",145,2,1,12,"t","t","strict",4910,10415
"3297","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",110,1,1,2,"f","f","flexible",4910,10415
"3298","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",139,1,3,0,"f","f","strict",4910,10415
"3299","f","t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",99,1,2,7,"t","t","strict",4910,10415
"3300","f","f","Apartment","Private room",1,0.5,1,1,"Real Bed",52,1,1,2,"f","f","flexible",4910,10415
"3301","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",134,1,3,1,"f","f","strict",4910,10415
"3302","f","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",179,5,1,3,"t","f","strict",4910,10415
"3303","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",177,1,21,0,"f","f","strict",4910,10415
"3304","f","f","Apartment","Entire home/apt",5,2,2,1,"Real Bed",195,1,3,0,"f","f","strict",4910,10415
"3305","f","f","Apartment","Entire home/apt",5,1,1,2,"Real Bed",155,3,1,23,"t","f","strict",4910,10415
"3306","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",126,1,10,2,"f","f","strict",4910,10415
"3307","t","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",195,2,2,174,"t","t","strict",4910,10415
"3308","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",275,1,2,51,"f","f","moderate",4910,10415
"3309","f","f","Apartment","Entire home/apt",4,1,0,1,"Real Bed",275,1,1,0,"f","f","strict",4910,10415
"3310","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",379,1,30,1,"f","f","moderate",4910,10415
"3311","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",299,1,3,6,"f","t","strict",4910,10415
"3312","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",189,1,3,2,"f","f","strict",4910,10415
"3313","f","f","Apartment","Entire home/apt",3,1,1,2,"Real Bed",85,1,3,43,"t","f","strict",4910,10415
"3314","f","t","Apartment","Entire home/apt",3,1,0,2,"Real Bed",100,1,1,23,"t","f","strict",4910,10415
"3315","f","t","Apartment","Private room",2,1,1,1,"Real Bed",74,1,1,1,"t","f","moderate",4910,10415
"3316","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",185,1,2,55,"f","t","strict",4910,10415
"3317","f","t","Apartment","Entire home/apt",3,1.5,2,2,"Real Bed",245,2,15,4,"f","t","strict",4910,10415
"3318","f","f","Apartment","Private room",2,1,1,1,"Real Bed",67,1,1,0,"f","f","flexible",4910,10415
"3319","f","t","Other","Entire home/apt",3,1,1,2,"Real Bed",259,1,3,8,"f","f","moderate",4910,10415
"3320","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,3,4,"f","f","strict",4910,10415
"3321","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",198,1,3,0,"f","f","strict",4910,10415
"3322","f","f","Other","Private room",2,1,1,2,"Real Bed",150,1,1,52,"t","f","strict",4910,10415
"3323","t","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",160,1,2,79,"t","t","strict",4910,10415
"3324","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",186,1,3,1,"f","f","strict",4910,10415
"3325","f","t","Other","Entire home/apt",4,1.5,2,3,"Real Bed",349,5,1,0,"t","f","strict",4910,10415
"3326","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",239,1,3,0,"f","f","strict",4910,10415
"3327","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",250,2,1,0,"f","f","moderate",4910,10415
"3328","f","f","Apartment","Private room",1,1,0,1,"Real Bed",110,1,5,0,"f","f","flexible",4910,10415
"3329","f","f","Apartment","Private room",2,1,1,1,"Real Bed",78,1,2,18,"t","f","moderate",4910,10415
"3330","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,4,46,"f","t","moderate",4910,10415
"3331","f","f","Other","Entire home/apt",2,1,0,1,"Real Bed",80,1,10,0,"f","f","strict",4910,10415
"3332","t","t","Apartment","Entire home/apt",4,1,0,1,"Real Bed",80,2,2,21,"f","f","moderate",4910,10415
"3333","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",209,2,2,97,"t","f","strict",4910,10415
"3334","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",70,1,3,35,"t","f","strict",4910,10415
"3335","f","t","Apartment","Private room",2,1,1,1,"Real Bed",120,1,1,0,"f","f","flexible",4910,10415
"3336","f","f","Apartment","Entire home/apt",1,1,1,1,"Real Bed",85,1,7,0,"f","f","flexible",4910,10415
"3337","f","f","Apartment","Private room",1,1,1,1,"Real Bed",55,1,7,0,"f","f","flexible",4910,10415
